is_bad,member_id,loan_status,emp_title,emp_length,home_ownership,annual_inc,pymnt_plan,desc,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,revol_util_percent,policy_code,Partition
No,M0947540,Fully Paid,"Precision Concrete, Inc.",10+ years,MORTGAGE,128000,n,"I would like to pay off the remaining amout due to complete the partner buy out process. Income is 128k plus, verifiable. 10+ years with same employer and good credit.",934xx,CA,8.03,0,2/1/03,1,NA,NA,8,0,25.7,16,FALSE,0,NA,26%,1,T
No,M0347817,Fully Paid,EPIC Divers  and  Marine,2 years,RENT,45000,n,I would like to combine my credit card payments into one monthly payment,770xx,TX,26.4,0,10/1/97,2,30,NA,18,0,41.4,46,FALSE,0,NA,41%,1,T
No,M0629964,Fully Paid,ASUCLA,5 years,RENT,42000,n,Counter offer loan for car engine,902xx,CA,10.37,0,2/1/96,0,69,63,3,1,96,10,FALSE,0,NA,96%,1,T
No,M0953533,Fully Paid,SOUTHPOINT VOLKSWAGEN,5 years,MORTGAGE,105600,n,"Thank you for all your help in assisting me become debt free.  Once I pay the two cards off, all I will have is my mortgage, car loan, and this loan.  I truly believe that I may be able to be debt free in 8 years.  This loan also will add value to my current home with my roof extension.  This process is truly a pay it forward concept!!",708xx,LA,5.78,0,9/1/95,1,74,NA,5,0,92.9,16,FALSE,0,NA,93%,1,T
No,M0906077,Current,elvins mechanical,3 years,MORTGAGE,54000,n,,640xx,MO,13.53,0,1/1/96,0,NA,NA,7,0,9.5,19,FALSE,0,NA,10%,1,T
No,M1048804,Fully Paid,NYP Holdings INC,10+ years,RENT,33000,n,"This is a loan to get me out of the debt I created when I was younger. I'm now older and have reached a point where I REALLY would like to have financial freedom. I don't have creditors breathing down my neck for payments, but I'm tired of owing money to credit card companies. I want my paycheck to be for me and not them. null",112xx,NY,20.18,0,1/1/01,0,NA,NA,9,0,37.1,25,FALSE,0,NA,37%,1,T
No,M1220124,Fully Paid,"PSS World Medical, Inc",7 years,RENT,175000,n,,333xx,FL,10.72,0,10/1/98,2,NA,NA,9,0,33.2,41,FALSE,0,NA,33%,1,T
No,M0593609,Fully Paid,WXYZ-TV,10+ years,MORTGAGE,93000,n,Experienced landlord seeking funds to rehab existing rental condo. I have managed rental properties since 1984. I have a credit score above 730 and a 100% on-time payment history for the past 25 years. So I represent near-zero risk to any lender. The funds from this loan would be re-paid with the rents from my existing tenants.,481xx,MI,10.89,0,11/1/83,0,NA,NA,13,0,47.9,27,FALSE,0,NA,48%,1,T
No,M0656461,Fully Paid,M and S Technologies,5 years,MORTGAGE,90000,n,,824xx,WY,8.37,0,6/1/90,0,NA,NA,7,0,56.7,24,FALSE,0,NA,57%,1,T
No,M0772705,Fully Paid,D/F Management,8 years,RENT,60000,n,"Hi lenders. I am looking to consolidate three high interest credit cards into one monthly payment at a lower rate. I have been at my current job for 8 years, have a steady income and my job is secure. Much of this outstanding debt is from college and I would like to clear the slate.",112xx,NY,22.4,0,8/1/97,0,NA,NA,11,0,48.7,27,FALSE,0,NA,49%,1,T
No,M1099287,Current,US Postal Service,10+ years,MORTGAGE,66996,n,,563xx,MN,24.29,0,11/1/88,1,60,NA,21,0,27.3,43,FALSE,0,NA,27%,1,T
Yes,M0751747,Charged Off,Baghouse & Idustrial Sheet metal,10+ years,MORTGAGE,50400,n,,923xx,CA,3.36,0,1/1/97,0,58,NA,10,0,4.4,20,FALSE,0,NA,4%,1,T
No,M0626011,Fully Paid,RBG Managment Corp,10+ years,RENT,45000,n,"I am single mother of a 15 year old daughter. I am originally from Ecuador. I have been working in the same company for the last 15 years.  I'm currently attending college to obtain a degree on Accounting.  This loan will help me to pay off my credit cards and save money and provide a better living for my daughter.  We are living in a basement house which is very uncomfortable.  Also after paying off this credit cards I can save more for my daughter college in the future. Thank you, I mother who is trying very hard to better herself.",113xx,NY,9.09,0,12/1/95,0,28,NA,8,0,64.7,19,FALSE,0,NA,65%,1,T
No,M0583211,Fully Paid,CPG Company,2 years,RENT,99700,n,"583211 added on 12/01/09 > This money will be used to consolidate credit card debt at a lower interest rate.  I accumulated credit card debt while in graduate school, and while I made significant progress paying it off I have experienced recent hikes in my interest rates over the last 1-2 years.  I am sick of paying interest to banks...I would rather give my money individual investors.  I want to get my debt under control so I can be in a good financial position to purchase my first home next year.  I always pay my bills on time and it is in my best interest to continue to do so to qualify for the best mortgage rate possible.  I have been gainfully employed since I finished grad school in 2003.  Since then I have received 3 promotions, and I am making a decent income.  I actually have the opportunity for a sizeable bonus every year as well (12% of my salary), but I have only included base salary in my budget below.  Monthly Budget Income: $4610 (take home pay)  Expenses: Rent: $600 Car: $670 Student Loans: $131 Medical Loan: $80  Credit Cards: Citibank - $14,750 @ 14.25% interest Chase - $2,750 @ 27.24% interest Amex - $1,100 @ 18.24%  Thank you for your consideration!",606xx,IL,17.26,0,5/1/98,0,28,NA,13,0,48.8,24,FALSE,0,NA,49%,1,T
No,M1050045,Fully Paid,ACM,10+ years,RENT,41124,n,Once I've received my funds I will contact my creditors and see what one time payment offer they give me to pay off each card. I am always on time with my payments and can make more than the minimum payment. My monthly budget allows for me to pay extra than the minimum. I have been at my current job for 10yrs now and see my self here for many more to come.,112xx,NY,16.95,0,5/1/98,0,NA,NA,10,0,65.3,24,FALSE,0,NA,65%,1,T
No,M0754323,Fully Paid,LPA INC,2 years,RENT,65000,n,,906xx,CA,22.06,0,12/1/03,1,NA,NA,14,0,75.9,15,FALSE,0,NA,76%,1,T
No,M0787949,Fully Paid,Performance Ready Mix,1 year,OWN,36000,n,,891xx,NV,4.8,0,3/1/05,2,NA,NA,10,0,24.6,14,FALSE,0,NA,25%,1,T
Yes,M0610538,Charged Off,Wellsfargo Home Mortgage,3 years,MORTGAGE,150000,n,Just had twins.. Needing to consolidate debt,305xx,GA,23.44,0,2/1/00,0,43,NA,12,0,61.9,25,FALSE,0,NA,62%,1,T
No,M0773760,Fully Paid,Direct Bill Services AIG,< 1 year,RENT,45000,n,,113xx,NY,6.53,0,12/1/96,0,47,NA,7,0,37.5,29,FALSE,0,NA,38%,1,T
No,M0776861,Fully Paid,wells fargo bank,10+ years,MORTGAGE,62004,n,,853xx,AZ,21.93,0,8/1/86,0,26,NA,20,0,47.9,62,FALSE,0,NA,48%,1,T
No,M1084349,Fully Paid,Costco,8 years,MORTGAGE,45000,n,,201xx,VA,9.65,0,11/1/04,0,NA,NA,5,0,60.9,13,FALSE,0,NA,61%,1,T
No,M1047608,Current,UNICON International Inc.,1 year,MORTGAGE,70000,n,,430xx,OH,24.29,0,4/1/95,1,NA,NA,11,0,39.7,27,FALSE,0,NA,40%,1,T
No,M0665086,Fully Paid,Huntington Memorial Hospital,4 years,MORTGAGE,86028,n,,917xx,CA,13.36,0,6/1/94,0,53,NA,10,0,93,24,FALSE,0,NA,93%,1,T
No,M0531131,Fully Paid,EatonGolden,6 years,RENT,116004,n,debt consolidate,554xx,MN,8.22,0,4/1/89,4,NA,NA,10,0,76.6,35,FALSE,0,NA,77%,1,T
Yes,M1252098,Charged Off,Yumband .INC,2 years,MORTGAGE,75000,n,,352xx,AL,16.94,0,4/1/98,0,NA,NA,9,0,84.7,24,FALSE,0,NA,85%,1,T
No,M1194479,Fully Paid,Crawford Memorial Hospital,< 1 year,MORTGAGE,112000,n,"Due to the recent stock market downturn, the credit card companies have increased rates despite being on time over the past 10 years every month. We are looking to pay them off to avoid paying the increased interest. We always pay on time, just would rather not make the CC companies even more wealthy. Very stable work environment and never miss a payment on any accounts. Thanks for your consideration.",624xx,IL,24.92,0,10/1/01,2,NA,NA,15,0,73.6,37,FALSE,0,NA,74%,1,T
No,M0462267,Fully Paid,Progressive Incorporated,2 years,MORTGAGE,75000,n,"I would like to consolidate my current credit card debit in conjunction with refinancing my home.  The refinancing of my home is in progress.  I have owned my home for the past 12 years.  Basically, I would like to simplify the repayment of all my debt.  I have always repaid my debt on time and my credit records with FICO scores are good to excellent.    I am employed full-time as a Controller in the aeronautics industry and have been with my current company for 3 years.  I also teach accounting as an adjunct instructor at a local community college.",761xx,TX,20.06,0,1/1/97,2,65,NA,10,0,72.4,23,FALSE,0,NA,72%,1,T
No,M0907138,Fully Paid,Southeastern Auto Auction,6 years,MORTGAGE,60000,n,,304xx,GA,13.9,0,1/1/96,0,NA,NA,3,0,90.5,5,FALSE,0,NA,90%,1,T
No,M0955037,Fully Paid,Kelly Services,4 years,RENT,108160,n,,926xx,CA,7.84,0,8/1/90,1,NA,NA,12,0,25.9,25,FALSE,0,NA,26%,1,T
No,M1056991,Fully Paid,Saint-Gobain,7 years,MORTGAGE,76000,n,I will use funds to snowball debt at a lower interest rate. I estimate paying off the loan by August 2012.,937xx,CA,21.63,0,12/1/01,0,45,NA,14,0,33.3,31,FALSE,0,NA,33%,1,T
No,M0254752,Fully Paid,PhilCorr L.L.C,< 1 year,RENT,37000,n,"I am looking to consolidate my credit cards, and finance my move from Colorado to Philadelphia for work.  I recently received a phenominal job opportunity and am moving at the end of the month to begin my new position in March.  I recently graduated from the University of Colorado at Boulder with a B.S. in Finance and Management, and while working full time to finance my education I did go into debt a little bit with some of my credit cards(Amex/Discover) for other expenses.  I am looking to consolidate them with a better interest rate so I can pay them off faster and easier.  I have great credit and have never had a late payment.  Please fund my account and you will not regret it! Thank you, and hope you have a nice day.",801xx,CO,24.31,0,3/1/95,2,0,0,13,0,14.5,30,FALSE,0,NA,14%,1,T
No,M0442228,Fully Paid,NA,3 years,RENT,88596,n,The current institution holding my loan has increased the interest rate due to their overhead costs.  I've never been late on payments and I've paid more than the minimum due on every payment made.  I would like to have this debt paid off within 2 to 3 years.  Thank you very much!,223xx,VA,22.69,0,12/1/95,1,NA,NA,8,0,32.3,24,FALSE,0,NA,32%,1,T
No,M0294681,Fully Paid,Schiff Hardin,3 years,MORTGAGE,205000,n,Refinance three existing cards at a better APR.  I am an attorney.  I amassed credit card debt while in law school.  I have been practicing for 5 years.  I would like to make paying off these credit cards a priority.,301xx,GA,12.27,0,1/1/93,2,55,NA,13,0,32.3,36,FALSE,0,NA,32%,1,T
No,M1287221,Fully Paid,Nordstrom,< 1 year,RENT,25000,n,,197xx,DE,15.12,0,8/1/00,1,NA,NA,7,0,76.7,22,FALSE,0,NA,77%,1,T
Yes,M0991294,Charged Off,Wal-Mart,8 years,RENT,72000,n,,447xx,OH,22.83,0,8/1/02,2,NA,NA,13,0,60.5,31,FALSE,0,NA,60%,1,T
No,M1058813,Current,NA,n/a,RENT,25000,n,I plan on using the funds to pay of my existing credit cards.  I have really good credit and make all of my bill payments on time. I receive monthly stable income from the US Treasury.,946xx,CA,13.82,0,9/1/94,0,31,NA,9,0,15.9,18,FALSE,0,NA,16%,1,T
No,M1253362,Fully Paid,Plant Engineering and Maintenance,< 1 year,OWN,50000,n,"Need funds for Geothermal Heat Pump. I do not want to mortgage my home to do this. The total project will cost me 22,000 and the federal government will refund 30% of the cost.",362xx,AL,15.46,0,5/1/85,0,NA,NA,12,0,14.5,18,FALSE,0,NA,14%,1,T
Yes,M0524652,Charged Off,TinWerks Corporation,< 1 year,RENT,85000,n,"My girlfriend is in a horrible auto loan and is upside down on it as well.  We don't need her car as we moved into downtown Chicago.  She is selling the car, and I need to pay off the balance of the loan.  Help!!!  The loan will be in my name, I have good credit and we don't need this stress and waste of money anymore..  Thanks..Dave",606xx,IL,12.01,0,11/1/95,0,NA,NA,13,0,56.1,32,FALSE,0,NA,56%,1,T
No,M0681348,Fully Paid,Auburn Dairy,4 years,RENT,42000,n,i made some poor decisions now i need the money to pay it back. My job is a full time union job so i have a very stable job i have been laid off before but no chance of that happening again what makes me a good borrower is that i made a mistake and now im trying to fix the problem and i will make the payment when the payment is due i would feel so bad if i missed a payment. its like a credit card u know u need to make the payment or im going to be in BIG trouble. see i made a few mistakes and now im paying the price for them im on vacation in Florida right now and i can't go or do anything at the moment cause its the weekend and the banks are closed. which is not all that fun. long story short i have a credit card i used it to get a flight to Florida for the week then i made the mistake of booking for the wrong week then they said they would refund it they haven't posted it yet so now im waiting for them to post it so i can try to take care of it but its sunday and i bank thru chase thats who the card is through and they aren't helping much either.,983xx,WA,8.89,0,4/1/05,1,NA,NA,2,0,94.8,5,FALSE,0,NA,95%,1,T
No,M0993957,Fully Paid,Topway Enterprise,3 years,RENT,65000,n,"Business Loan I am a good borrower and I will re-pay the loan on time.... And, I have a stable job..... trust me, guarantee pay back",770xx,TX,1.42,0,7/1/05,1,NA,NA,6,0,37.7,22,FALSE,0,NA,38%,1,T
No,M1070935,Fully Paid,rust tech,6 years,MORTGAGE,45000,n,"i need a loan to get a engine for my boat my part time commercial fisherman. my job is very stable, bought a house about 2 years ago i always pay my bills on time or earily. i plan to use the money to repower my boat so i can continue to use it for my part-time job. i just want to thank all of the investors in advance. If anyone has any questions feel free to ask. Thanks for your help.",334xx,FL,21.71,0,11/1/05,0,NA,NA,10,0,15,14,FALSE,0,NA,15%,1,T
No,M0457813,Fully Paid,Copper Queen Community Hospital,10+ years,RENT,42996,n,I have a credit card debt that doesn't seem to be budging. I need to buy a house soon. A one bedroom apartment for my son and I is getting way too small. I don't mind the top bunk but he just turned 8 and will need his own room soon. I have a great job and I get paid well. I just need to catch up!,856xx,AZ,9.55,0,9/1/00,1,NA,NA,6,0,58.7,18,FALSE,0,NA,59%,1,T
No,M0599865,Fully Paid,US Navy,10+ years,MORTGAGE,67000,n,"Taking loan to make improvements to my home. I am currently employed in the US Navy with over 20 years of service.  I make $76,000 per year and have excellent credit.  I have no delinquencies.",063xx,CT,13.65,0,3/1/92,1,49,NA,13,0,43.9,27,FALSE,0,NA,44%,1,T
No,M0841739,Fully Paid,United States Army,10+ years,MORTGAGE,104004,n,"Thank you all so much.  Belief is something that can never be repaid, but have no doubt your money will be.  Thanks for believing in me. I am truly amazed at all of the people that are willing to help me.  Thank you all from the bottom of my heart.  I am truly greatful for all of your trust and support.",236xx,VA,21.63,1,8/1/93,0,13,NA,12,0,49.7,32,FALSE,0,NA,50%,1,T
Yes,M1240284,Charged Off,Maroone Toyota,< 1 year,RENT,21600,n,,341xx,FL,21.56,0,12/1/01,1,NA,NA,8,0,64,15,FALSE,0,NA,64%,1,T
No,M0418662,Fully Paid,BlackRock Financial,2 years,RENT,55000,n,Marriage expense,089xx,NJ,7.29,0,11/1/91,5,NA,NA,10,0,22.8,37,FALSE,0,NA,23%,1,T
No,M0851413,Fully Paid,Target,6 years,RENT,125000,n,I want to lower my current credit card debt payments - and the apr is much better than I am paying now.  I don't miss payments now and look forward to paying this loan off ASAP with less interest charges.,815xx,CO,8.34,0,9/1/00,1,NA,NA,11,0,90.1,20,FALSE,0,NA,90%,1,T
