member_id,loan_status,emp_title,emp_length,home_ownership,annual_inc,pymnt_plan,desc,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,revol_util_percent,policy_code
M1401170,Charged Off,NA,n/a,RENT,33000,n,"thise money will be used for dental and to pay off some credit cards.i`m agood borrower i pay my bill on time my monthly budget is $ 2,750.I`m retired and receive social security and union pension For last 3 or more year s I do not remember to have delinquencys",112xx,NY,8.25,1,12/1/1991,2,4,NA,14,0,23.4,24,FALSE,0,NA,23%,1
M1401171,Fully Paid,Juniper Networks,4 years,RENT,121392,n,NA,950xx,CA,15.72,2,1/1/2006,1,12,NA,5,0,5,16,FALSE,0,NA,5%,1
M1401172,Fully Paid,Impax Laboratories,4 years,RENT,56000,n,My loan will be used to consolidate my credit card bills that I've been religiously paying over and above the minimum payment. But due to the APRs that varies my outstanding balances were decreasing so slowly.  I have a permanent job in a pharmaceutical company as a mfg. technician III and I am confident I can pay off my loan.,945xx,CA,19.09,0,4/1/2001,0,NA,NA,12,0,58.9,23,FALSE,0,NA,59%,1
M1401173,Charged Off,Galpin Mazda,4 years,OWN,40000,n,Shop tools and maintenance Buy Paint and material for the shop and shop maintenance and tools,913xx,CA,19.76,0,1/1/2004,1,41,NA,11,0,42.9,20,FALSE,0,NA,43%,1
M1401174,Fully Paid,American Honda Motor Company,4 years,MORTGAGE,75000,n,"This loan is to consolidate credit card debt at lower interest.  Once the cards are paid off, I am closing all but 1 account. I have never defaulted on a debt.  This debt was the result of family medical expenses, auto repair and dental expenses.",902xx,CA,14.56,0,2/1/1974,0,NA,NA,12,0,43.4,29,FALSE,0,NA,43%,1
M1401175,Charged Off,Target Distribution,3 years,RENT,41496,n,"-reason for the loan,initally was for a good and not so expencive car,but ,now if I think twice,it is much better if I make myself a  gift,and pay off my credit cards. -I like to think about myself,I am a good borrower, I pay everything on time,never been late and never been charged with a late or penalty fee.I have never been late and do pay way more than the min due. -my job it is pretty stable, I like, and much enjoy, what I am doing,I never run late at work,never call in,never been sick,don't drink,or party like an animal,don't use any kind of drugs,don't make any mistakes :) ( I am not perfect ) and I work 6 days a week,at 2 jobs,one full time and the 2nd one, part time. -Thank you all in advance for investing in this loan. Dear investors , I really appreciate all your efforts at investing in this loan!I can't stop thinking how free I will be,when all my 6 [ :( ] credit cards,with APR range between 19.85 to 28.5, are paid off.Thank you again,and everybody have wonderful,healthy and happy Holiday Season ! God Bless you all!",313xx,GA,15.44,0,12/1/2006,2,NA,NA,8,0,56.8,15,FALSE,0,NA,57%,1
M1401176,Fully Paid,West Springfield Auto Parts,9 years,OWN,27600,n,want to pay of credit cards,010xx,MA,22.61,0,4/1/2004,0,0,0,3,0,100,5,FALSE,0,NA,100%,1
M1401177,Fully Paid,Cardinal IG,2 years,RENT,38688,n,"I am looking to purchase a mobile (club) DJ setup consisting of 2 digital turntables, a mixer, 2 speakers and an amplifier.  This is something I have done for awhile (as a guest for other DJs), but, I would like to finally venture out onto my own and do it for myself.  Thank you for your consideration.",535xx,WI,2.67,0,6/1/1999,3,31,NA,4,0,12.43,19,FALSE,0,NA,12%,1
M1401178,Fully Paid,Redbird Boats,< 1 year,RENT,25000,n,"587682 added on 12/08/09 > Recently made a move into a new apartment and incur most of those charges via Credit Card, need to reduce the debt, as I have rarely carried any debit load.  Employer did not cover cost of move.  I work for a start-up franchise that sells and services members marine products, much of my commission comes during the summer months. 587682 added on 12/08/09 > Please feel free to ask me any questions that would pertain to making repayment of this loan",448xx,OH,5.33,0,7/1/1988,3,NA,NA,4,0,13.1,7,FALSE,0,NA,13%,1
M1401179,Fully Paid,"Exactech, Inc.",3 years,MORTGAGE,34500,n,I would use the loan funds to pay off  a car loan and high interest rate credit cards.  I pay my bills on time and work for a company that is very stable.,344xx,FL,12.03,0,5/1/1998,1,NA,NA,6,0,29.3,15,FALSE,0,NA,29%,1
M1401180,Fully Paid,"Wal-Mart Stores, Inc",10+ years,MORTGAGE,99000,n,NA,727xx,AR,2.52,1,12/1/1994,2,23,NA,12,0,6.7,25,FALSE,0,NA,7%,1
M1401181,Fully Paid,waltz engineering,4 years,MORTGAGE,25000,n,I am wanting to consolidate my credit cards to lower the interest rate and have them come into one payment so they are not scattered out thru the month. Haveing one payment would make it much easier.,456xx,OH,18.29,1,2/1/1997,0,23,NA,16,0,36.6,23,FALSE,0,NA,37%,1
M1401182,Fully Paid,Fed Ex Express,10+ years,MORTGAGE,62000,n,Loan consolidation only Checked zillow.com according to zillow value of home is 246000 i thought it was less. Thanks only have a first mortgage and it is for 156000 monthly is 957,917xx,CA,19.47,0,7/1/2000,1,NA,NA,9,0,100,30,FALSE,0,NA,100%,1
M1401183,Fully Paid,"Princeton Consultants, Inc",3 years,RENT,110000,n,NA,100xx,NY,4.48,0,8/1/1994,0,NA,NA,4,0,67,9,FALSE,0,NA,67%,1
M1401184,Fully Paid,hennes  and  mauritz  LP,4 years,RENT,83004,n,NA,100xx,NY,12.27,0,4/1/1995,1,NA,NA,8,0,87.9,18,FALSE,0,NA,88%,1
M1401185,Fully Paid,"Music Exchange, Inc.",6 years,OWN,40000,n,565931 added on 11/06/09 > Bank doubled interest rate on my Mastercard! I'm a long time customer and that's what they do to me?? No late payments and I use the Mastercard often....What's their problem?? I have a very small balance....they are soooo greedy!!!! I also want to fix up my kitchen to make my new wife happy!!!! She deserves it!!!!,951xx,CA,16.71,0,8/1/1994,2,NA,NA,5,0,57.5,21,FALSE,0,NA,58%,1
M1401186,Fully Paid,Docs On Demand Inc,2 years,OTHER,56004,n,"I am trying to consolidate the few credit accounts I have into one easy monthly payment at a lower rate. I also am having some car troubles that can be covered easily by the loan, as well as some personal expenses I'd like to take care of right now as well.",770xx,TX,8.98,0,7/1/1998,2,49,NA,7,0,100,15,FALSE,0,NA,100%,1
M1401187,Current,Premiere Response,2 years,OWN,27000,n,NA,070xx,NJ,20.53,0,10/1/2006,0,NA,NA,11,0,66.8,12,FALSE,0,NA,67%,1
M1401188,Fully Paid,US Army Corps of Engineers,4 years,RENT,65000,n,I will use this loan to consolidate all outstanding balances and have the convenience of one monthly payment.,546xx,WI,16.87,0,4/1/2002,2,27,NA,7,0,69.7,27,FALSE,0,NA,70%,1
M1401189,Fully Paid,SIEMENS BUILDING TECHNOLOGIES,< 1 year,RENT,50952,n,"I am looking to purchase a motorcycle for personal use and investment.  It is a rare 1998 Suzuki TL1000R in pristine condition with low mileage, worth at least $5000.  I have the money but it is in other assets which I intend to sell, but need to jump on this offer before it gets away. I will be 30 years old in a few months and am a mature rider.  I have a company and personal vehicle, so this will be used sparingly to preserve as an investment.",329xx,FL,9.14,0,1/1/1997,0,30,0,2,0,97.6,9,FALSE,0,NA,98%,1
M1401190,Charged Off,Berea College,6 years,MORTGAGE,74000,n,I am using this loan to consolidate debt. I pay all payments on time and have a good history of credit. I have been employed at my current college for six years and in higher education for 14 years. Another note: this loan will consolidate some bills and make my payments lower. Thus I plan to pay off the debt faster using the debt snowball method.,404xx,KY,3.88,0,12/1/1996,1,NA,NA,12,0,61.5,43,FALSE,0,NA,62%,1
M1401191,Fully Paid,Skillpath Seminars,10+ years,MORTGAGE,47580,n,NA,662xx,KS,1.13,0,11/1/1997,1,NA,NA,6,0,7.6,15,FALSE,0,NA,8%,1
M1401192,Fully Paid,Ametek Aerospace and Defense,10+ years,RENT,63000,n,loan app completed email verified bank account verified,018xx,MA,10.08,0,5/1/1989,0,NA,NA,6,0,6.1,22,FALSE,0,NA,6%,1
M1401193,Fully Paid,Specialty Rest Corp,6 years,RENT,54000,n,"Hello,   Basically, just tired of the high interest on a couple of my cards, and want to do away with them and keep the one with the lowest APR.  I have a great job, and always make my payments on time, but I found this site, and thought it would be an awesome idea to finally get rid of those cards that charge way to much interest.  Thanks in advance for your time and consideration!",914xx,CA,9.67,1,10/1/1996,1,9,NA,7,0,85.1,11,FALSE,0,NA,85%,1
M1401194,Fully Paid,Self Employed,2 years,OWN,45000,n,"I had a sleep disorder for a couple of years that I have since been able to treat, however it left with fatty pockets around my eyes, so I thought I would try plastic surgery and get a brow lift and eyelid surgery. The estimated cost of both procedures is $10,000.00 and I am looking to borrow $7000.00 and will pay for the remaining $3000.00 balance from savings.",527xx,IA,9.92,0,4/1/2001,1,70,61,16,1,39.6,26,FALSE,0,NA,40%,1
M1401195,Fully Paid,VIP Grooming,< 1 year,RENT,14000,n,NA,946xx,CA,23.06,0,1/1/1999,1,NA,NA,4,0,59.2,9,FALSE,0,NA,59%,1
M1401196,Fully Paid,Crimzon Rose Internation,1 year,RENT,30000,n,I will use this money for moving to a better neighborhood that is quieter for my 2 1/2 year old daughter.  To many college students where we are that party all night.  This new place is closer to work and daycare.  This will also be used for the moving people to move us.  I will also pay off a couple of credit cards.  I have a proven track record paying my bills on time and my company is growing leaps and bounds.,028xx,RI,20,0,3/1/2002,6,NA,NA,8,0,53,12,FALSE,0,NA,53%,1
M1401197,Fully Paid,Schneider Electric,1 year,MORTGAGE,58852.56,n,"I'm listing a loan to consolidate the last of my credit card debt. It's been a long road to pay down high interest rate credit cards, but my family is finally near the end of the tunnel. We've paid down over 13K in the last 3 years. We are very excited to finally be getting out from credit cards and have worked very hard to become credit worthy. This is our last step and I think we'll make excellent candidates for a loan. Let me know of any questions you may have. Thanks!",841xx,UT,18.86,0,3/1/2000,1,NA,NA,21,0,23.4,33,FALSE,0,NA,23%,1
M1401198,Charged Off,ACT,2 years,RENT,26000,n,Investing In My Education,376xx,VA,19.29,0,1/1/2002,0,NA,NA,6,0,100,12,FALSE,0,NA,100%,1
M1401199,Fully Paid,Professional Risk Management Services,3 years,OWN,43000,n,"Hello, I am requesting this loan to pay off my credit card debt.  I have two major credit cards each with interest rate at 25%.  I understand that my debt to ratio is very high, but I am applying for this loan to fix that.    I have successfully paid of my car loan through Pentagon Federal Credit Union.  I fulfill my payments and debts.  If granted the loan it will make paying off my credit card a little easier.  Your consideration is greatly appreciated.",221xx,VA,15.49,1,4/1/2000,1,19,NA,9,0,75.9,32,FALSE,0,NA,76%,1
M1401200,Fully Paid,Lydia Home Association,2 years,RENT,19200,n,"I currently owe a little over $6,000 in credit cards; 75% of the charges are for college tuition (fafsa denied me 3 times).  I have never been late or missed a payment and I have a good credit score.  I believe that I am financially responsible despite of my age and I greatly appreciate the help from you.  Thank you in advanced.",606xx,IL,9.19,0,3/1/2007,1,NA,NA,4,0,72.7,10,FALSE,0,NA,73%,1
M1401201,Fully Paid,FBI,8 years,MORTGAGE,110000,n,NA,701xx,LA,23.03,0,12/1/1991,0,NA,NA,13,0,65.8,40,FALSE,0,NA,66%,1
M1401202,Fully Paid,msi credit solutions,4 years,RENT,48000,n,NA,750xx,TX,6.63,0,6/1/2000,3,34,NA,5,0,5,25,FALSE,0,NA,5%,1
M1401203,Fully Paid,SHOPKO,4 years,RENT,60000,n,"I am a responsible borrower.  I have a long-term stable career in retail management with a financially stable retailer.  I am promoting to a new position by 2011 and will have a $15,000.00 increase in pay. I do have a Chapter 7 bankruptcy that was discharged in January of 2001( almost 10 years ago).  It is the public record on my file.  It was due to a divorce.  Since then I have had no late payments. I can afford my current monthly credit card payments, I am just ready to consolidate them all into one monthly payment.  I promise, you will receive all of your returns on this loan.  I am going to be closing majority of these credit cards and just keep one or two in case of emergencies. Debts being paid off: Spokane Federal Credit Union $8000; $200.00 per month; 21% Chase $3500; $165.00 per month; 23% Capital One $3000; $110.00 per month; 22% Capital One (2) $500.00; $30.00 per month; 22% Best Buy $800.00; 24% Kohl's $500.00; 23% GE Money Bank $1000.00; 25% I had a baby in January of 2009, he was born with achondroplasia dwarfism.  I took eight months of work after he was born.  This is where the credit card debt came from.  I returned to work in August of 2009; my child is doing fine and I am ready to get these credit card bills behind us.",992xx,WA,23.17,0,10/1/1996,6,NA,113,16,1,62.2,44,FALSE,0,NA,62%,1
