loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,policy_code,loan_status,Partition
27000,17425, 60 months,20.69%,468.38,E,E4,Shepardville Construction,10+ years,MORTGAGE,170000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=781514,"  Borrower added on 06/09/11 > I am looking to pay off my current credit cards that are at a higher rate and have one payment to pay for the 5 year term, which is less than I am currently paying to them now.  Reviewing my current credit report, I have paid timely each month on all of the monies owed on my current debt.  Thank you!<br/>",debt_consolidation,Loan Consolidation,064xx,CT,5.16,0,9/1/91,0,,,6,0,12263,93.6,11,f,1,1,H
5000,5000, 36 months,15.27%,173.99,C,C4,East Batton Rouge Parish Schools,10+ years,MORTGAGE,54000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1002534,,home_improvement,Fence,707xx,LA,14.71,0,9/1/96,1,57,,7,0,3340,79.5,17,f,1,1,H
10000,10000, 60 months,19.04%,259.63,F,F3,Onestop Internet,4 years,RENT,35000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=558483,,debt_consolidation,CCdebt,925xx,CA,19.17,0,7/1/06,0,,,9,0,6205,91.5,13,f,1,1,H
10000,10000, 36 months,7.51%,311.11,A,A4,ford motor co,10+ years,MORTGAGE,50000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=562203,,debt_consolidation,debbtloan,400xx,KY,9.12,0,2/1/94,0,,,9,0,11451,47.9,30,f,1,0,H
20000,20000, 36 months,15.95%,702.65,E,E1,behan ling  and  ruta,2 years,RENT,80004,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=601451,"  Borrower added on 10/20/10 > I'm a young[ish] NYC professional that has officially learned her lesson.  No more credit cards!  I am trying to consolidate and pay off all of my debt so that I can move out of my parents house and start a life of my own.  I owe roughly $20,000 in personal loans/credit cards with interest rates all averaging above 20%.  I never pay my bills late.  I've just been living above my means for far too long and want to put an end to this for once and for all.  I am currently sitting for the cpa exam to attain my cpa license which will allow me to earn a much higher salary.  I also anticipate about a $10,000 increase in my annual salary in January 2011.<br/>",debt_consolidation,credit cards,103xx,NY,22.44,0,7/1/96,1,36,,14,0,8781,14.8,37,f,1,0,H
7500,6100, 36 months,11.91%,202.35,C,C3,AFEX,< 1 year,RENT,60000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=355250,"Hello,  I have a full time job, earning 70k. My expenses are very low and I have quite a bit of money left over monthly. I do, however, have quite a bit of credit card debt, which is the sole reason my credit score went from 780 to 675 (debt-to-income ratio is high). I would like to borrow some money to pay off one of the credit cards that I am paying a high interest rate on. I would like a longer term loan, at a lower rate.  The money will go directly towards the credit card.  Thank you,  Alex",credit_card,Reducing Credit Card at a better rate,902xx,CA,21.82,0,9/1/99,4,,,11,0,32573,65,20,f,1,0,H
3625,3625, 36 months,11.11%,118.87,B,B5,Southeast Goldbuyers,1 year,RENT,24000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=699011,,other,Trucking,305xx,GA,22.9,0,5/1/03,0,,,7,0,13455,74.3,10,f,1,1,H
8000,8000, 36 months,10.99%,261.88,B,B4,General Electric,2 years,RENT,50700,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=516125,  Borrower added on 05/13/10 > Requesting Loan to eliminate my negative equity in my truck so I can sell it to the dealership. once that is complete my debt to income ration will be where my wife and I can get our house.<br/> Borrower added on 05/13/10 > I have a monthly income of 4200 to 4500 a month and I always pay my bills ontime. I have great credit.<br/> Borrower added on 05/13/10 > I have worked with General Electric for 2 years going on three and have a great stable career there.<br/> Borrower added on 05/13/10 > Really I should have described my loan as a Debt Consolidation loan. sorry about that.<br/> Borrower added on 05/13/10 > I want to thank all of you investors for investing in me and my family in this time of need.<br/> Borrower added on 05/17/10 > At my job I have the opportunity to get a good share of overtime pay as well.<br/>,other,Bill Consolidation,773xx,TX,14.15,0,2/1/06,4,,,5,0,29,0.5,10,f,1,0,H
4800,4800, 36 months,9.25%,153.2,B,B2,BAE Systems,1 year,RENT,27880,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=640386,,debt_consolidation,Ian Ferro,030xx,NH,1.81,0,2/1/90,2,,,3,0,2124,81.7,5,f,1,0,H
5600,5600, 36 months,10.99%,183.32,B,B3,"Risk Placement Services, Inc - CM&M",6 years,OWN,91000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=763319,  Borrower added on 05/19/11 > Primarily to be used for state taxes and daughters oral surgery costs.<br/>,debt_consolidation,Loan for taxes,070xx,NJ,14.27,0,12/1/89,0,,,15,0,17817,43.2,33,f,1,0,H
20000,20000, 60 months,12.69%,451.9,B,B5,CGI Federal,5 years,MORTGAGE,72000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1036036,,debt_consolidation,Debt Consolidation Loan,730xx,OK,29.73,0,1/1/93,1,,,12,0,29009,61.1,28,f,1,0,H
4000,4000, 60 months,7.88%,80.88,A,A5,9 West Accessories,2 years,MORTGAGE,28800,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=523466,"  Borrower added on 05/30/10 > I woud like to borrow this money to pay off a debt that I was just made aware of. A tax return from a business that I owned 7 years ago was lost and not filed on time. A judgement was past and I was not notified and now it is too late to appeal.All returns have been filed. I just need a little help to get thru this terrible time.Thank you for your help.I hope I can return this favor.<br/> Borrower added on 06/02/10 > Thank you all again for helping me. I am very grateful.<br/> Borrower added on 06/04/10 > Dear Investors, <br/>Thank you again for helping me. I must have this tax paid by June 18th in order to qualify for a special promotion that is being offered. I hope that you know how grateful I am and that I will be repaying my loan as quick as possible. At this present time I am working 3 jobs , so I hope tha you all know that I have a great work ethic and that I am very serious about this situation.<br/>",other,dst1361,189xx,PA,7.33,1,2/1/92,0,12,,21,0,2913,13.8,49,f,1,0,H
13500,13500, 36 months,8.49%,426.1,A,A5,Saint-Gobain,7 years,MORTGAGE,76000,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=845715,  Borrower added on 08/11/11 > I will use funds to snowball debt at a lower interest rate. I estimate paying off the loan by August 2012.<br/>,credit_card,Credit Consolidation,937xx,CA,21.63,0,12/1/01,0,45,,14,0,10163,33.3,31,f,1,0,H
6500,6500, 36 months,8.94%,206.52,A,A5,State Farm Insurance,10+ years,MORTGAGE,68000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=478818,  Borrower added on 01/21/10 > I would like this loan in order to pay off credit cards that I got when I was in college- Bank of America and GapCard as well as the furniture I bought when I purchased my home last year. I have excellent credit history and have been at my job for 11 years this coming year. This loan will help simplify my life and help me to build up my savings. Thank you.<br/>,debt_consolidation,Debt Consolidation,210xx,MD,16.45,0,7/1/99,0,,,9,0,12658,53.4,20,f,1,0,H
9600,9600, 60 months,16.32%,235.09,D,D5,"InScope Solutions, Inc.",2 years,RENT,59451,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=522204,  Borrower added on 05/25/10 > I am planning to consolidate high interest credit cards to free up extra money for savings. I have a very stable job as a business analyst in a fast growing and stable consulting company.<br/>,debt_consolidation,Debt Consolidation,201xx,VA,15.2,0,8/1/05,0,,,7,0,8522,52.9,8,f,1,0,H
7000,7000, 36 months,7.51%,217.78,A,A4,Sitesafe,4 years,MORTGAGE,49000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=544159,"  Borrower added on 07/08/10 > While I have a very good credit rating and score, I can improve it by converting this balance. I am very protective of my score. I work in the cell phone industry. We are setting revenue records monthly. My position is is amazingly stable and have offers for other positions regularly.<br/>",credit_card,Scott,554xx,MN,14.23,0,2/1/81,0,,,8,0,14357,58.4,24,f,1,0,H
20000,20000, 60 months,18.25%,510.6,D,D5,Swimways Corp.,10+ years,OWN,62000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=983769,,debt_consolidation,Credit card pay,234xx,VA,17.79,0,11/1/94,0,,,5,0,15373,89.4,11,f,1,0,H
2000,2000, 36 months,9.91%,64.45,B,B1,,,RENT,25000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=881888,,moving,Blessed indeed!,117xx,NY,19.92,1,3/1/82,0,23,,11,0,10655,28.7,28,f,1,1,H
4000,4000, 36 months,16.77%,142.16,E,E2,KBR,4 years,MORTGAGE,77705.4,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=717638,,vacation,Philippines,655xx,MO,0.93,0,10/1/02,0,55,,2,0,1992,86.6,13,f,1,0,H
4000,4000, 36 months,5.42%,120.64,A,A1,Tri-River Design & Construction,< 1 year,MORTGAGE,65000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=759237,,car,2008 Harly-Davidson 883 Sportster,631xx,MO,19.27,0,8/1/84,0,,,9,0,12897,31.9,20,f,1,0,H
3750,3750, 36 months,15.65%,131.19,F,F3,Private family,5 years,MORTGAGE,7280,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=119948,"I have the degree, now I need the job. I am requesting a small loan so I can relocate to Chicago. The loan will cover moving expenses (I live in Florida), obtaining an apartment, and provide a financial security net while I get established. I plan to continue working as a nanny (as I have for 6 years) until I can find more lucrative employment.",moving,Recent grad needs to move to Chicago!,606xx,IL,17.31,0,1/1/98,1,70,0,1,0,0,,4,f,1,0,H
22000,14800, 60 months,13.49%,340.47,C,C2,"Crowe Horwath, LLP",< 1 year,MORTGAGE,84400,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=865803,"  Borrower added on 08/26/11 > This loan is to pay off high-interest credit cards and then to close those accounts.<br/>null Borrower added on 08/31/11 > Poor financial decisions were made 10 years ago. I have since paid off about half of my debt and increased my credit score significantly. Despite these facts, my creditors are unwilling to negotiate a change in interest. Therefore, I am trying to pay off these cards with this loan and live debt free in the future.<br/>",debt_consolidation,Debt Consolidation,762xx,TX,21.31,0,1/1/98,0,79,,15,0,9004,84.1,25,f,1,0,H
3000,3000, 36 months,11.78%,99.33,C,C1,EL CAMINO TIRES,2 years,RENT,28880,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=357867,"I want to import cosmetic products, including perfume and lotions. Importing also beauty products such as sophisticated hairdryers, curling and flat irons. All these products will be coming from Shanghai, China. I was given the opportunity to meet with the producers of the cosmetic and beauty products, in which I was offered a great deal to import and distribute their products here in Los Angeles. ",other,To import beauty supplies from CHINA,916xx,CA,0.66,0,8/1/05,0,,,5,0,843,30.1,6,f,1,0,H
5200,5200, 36 months,9.99%,167.77,B,B1,,< 1 year,RENT,65000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=850955,,debt_consolidation,Debt Consolidation Loan,940xx,CA,4.6,0,10/1/04,1,,,6,0,4916,69.2,9,f,1,0,H
6500,6500, 60 months,17.99%,165.03,E,E1,Gulfstream aerospace,4 years,MORTGAGE,69000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=830967,  Borrower added on 07/26/11 > Thank you. I plan to consolidate 2 loans. I will be very prompt with repayment.<br/>,debt_consolidation,Loan T,314xx,GA,15.08,0,12/1/04,0,,,14,0,5214,66.8,16,f,1,0,H
4800,4800, 36 months,9.99%,154.86,B,B4,UPMC,5 years,MORTGAGE,38000,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=612160,"  Borrower added on 11/09/10 > I purchased an older home in 2007 and have been fixing it up piece by piece.  Necessary improvements this year (furnace and roof) have taken a large chunk of my savings, however I am now faced with replacing a portion of the plumbing (original to the 1920's house) in the home's only bathroom.  I am unwilling to deplete my emergency savings to have the work done, and am hoping that a lending tree loan will allow me to have the work done at a more reasonable interest rate than placing the work on a credit card.<br/> Borrower added on 11/11/10 > I apologize, I typed &quot;lending tree&quot; instead of lending club.<br/>",home_improvement,Plumbing Repairs,152xx,PA,17.18,0,10/1/80,1,,,23,0,14919,23.8,32,f,1,0,H
9600,9600, 36 months,7.49%,298.58,A,A4,Trader Joe's,10+ years,MORTGAGE,38000,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=845120,"  Borrower added on 08/09/11 > The primary purpose of this loan is to eliminate the looming credit card debt I've built up over the past year before the introductory rates expire and they begin to accrue real interest.  Once these are paid off, I look forward to living my life free of revolving debt and working toward creating a life of complete financial freedom.<br/>The second purpose of this loan is to pay for the completion of a couple of stalled home-improvement projects that, once completed, will allow me to rent my place out and move into a larger place with my fiance and our children.  These projects include new flooring, painting and some minor appliance upgrades.<br/>I call this my &quot;Financial Freedom Loan&quot; because I have the experience of being stuck in a house in a down housing market while being anchored to a significant credit card debt.  This loan will be a great help in allowing me to move my life forward and create a future for myself and my family.<br/>",home_improvement,Financial Freedom Loan,857xx,AZ,14.31,0,1/1/93,0,,,11,0,6995,51.8,35,f,1,0,H
